FID	IID	T1	T2	T3	T4	T5	T6	T7	T8	T9	T22	T23	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52
691	692	0.003074234182853391	0.839722537967144	0.16027746203285598	0.02098425599618222	0.08788399817528793	0.05904366667441049	0.07239346385756812	0.004790668541820512	10.98700317435167	0.5238383151444913	0.47616168485550875	0.01313654716595696	0.0729773216405913	0.8171627062560227	0.05841379372220394	0.6532001468775968	0.03136444234388246	6.185069038501371e-05	0.6532001468775968	0.48093923684704615	0.020999209233310008	0.08814547815736615	0.0016840463735467552	0.005700136575314877	0.015069677831220872	0.15796136931480723	0.0050669163789937395	0.1433022051827465	0.0030997266828670165	0.018836683741271825
693	694	0.0025162554356141947	0.5417565724322083	0.4582434275677915	0.030941597780661828	0.029685434396244402	-0.00520562588210508	0.42855799317154725	0.014584389830692894	18.953599128737814	-0.00967537019757493	1.009675370197575	0.03848716988431922	0.40870295171517257	0.5243634805359579	-0.004361591506523728	0.3984664823032394	0.04471649850483697	-0.0016519539408003975	0.3984664823032394	0.28289070281683465	0.029722495025228533	0.029842985932757964	-0.002042232707520933	-0.0017009960216762556	0.006653731406631237	0.10285216104170651	0.013539077762959581	0.06953655174140783	0.002385080794579078	0.03678617386264293
688	689	0.004190682317890795	0.8081710441657359	0.19182895583426426	0.04700116951007971	0.11289045809676652	0.07480980619318543	0.07893849773749784	0.0019182417517776917	5.082521465399351	0.6313367974215339	0.3686632025784662	0.011556111212657863	0.07862683451565235	0.7923145453978073	0.07293797294345303	0.6041313312673431	0.06830461281386599	-0.000459106878613605	0.6041313312673431	0.3723885891831827	0.04552738224691228	0.10918605340248205	0.001206303085414523	0.005594316610902865	0.005605800771292515	0.18253736506406587	0.0023302587030847397	0.20196204511698385	0.004106235110708547	0.01715042782356072
684	685	0.005849039699832005	0.7883506733145794	0.21164932668542064	0.04778040330016397	0.1250681536253207	0.03680751637171073	0.08658117306009985	0.012950451205447354	6.995986850764471	0.5874316802486405	0.41256831975136	0.029064573570567992	0.0819532598661927	0.7465381552575326	0.03435217202306624	0.34941214648100455	0.02900682573970519	0.0006504790889307112	0.34941214648100455	0.26603635664489633	0.04469707859854876	0.11552382642025753	0.0034962283370859144	0.021532356959619553	0.023124816532370033	0.3732871845499594	0.012033710708872273	0.013980772497509699	0.005488285161278469	0.05059693053018751
690	691	0.0033178256421243914	0.522723177008378	0.4772768229916222	0.07069039787545432	0.22340092371797962	0.029713393971310696	0.2538758992736425	0.00893852680968401	-1.8597789383951442	0.4439122705411488	0.5560877294588515	0.011420445676483376	0.2389365471456048	0.5039584767907069	0.028931889228745202	0.3844353277025435	0.033605853371153405	0.0011520941806786016	0.3844353277025435	0.3114848616117023	0.0675788841231708	0.21335308545002563	0.0043461105802671115	0.02553227497717662	0.016390559614782575	0.09852601480370439	0.008632701601797329	0.05449118372179981	0.0031095200829993844	0.03695272065365999
686	687	0.0010032986778426398	0.6687869077793764	0.3312130922206236	0.03151156714984896	0.18661718425499071	0.11182824982261191	0.14459590796563296	0.015470326222747497	2.006569215916591	0.6112792098986515	0.3887207901013487	0.03310083721995355	0.13490889541926823	0.6337361795890768	0.10618146786143029	0.48692683237584744	0.03300607167144414	0.000990834419890121	0.48692683237584744	0.30620158682329945	0.029403583844526928	0.17647334696898662	0.005202240886022859	0.015382002500360396	0.013712182199482923	0.11866041377955268	0.014586573592910526	0.16185615515104443	0.0008842566882153868	0.04848283972031392
685	686	0.0023566181701942237	0.7428239112643145	0.25717608873568565	0.03389674127026327	0.1636351894499794	0.014044715535661148	0.09354089928570619	0.011094259985531697	7.278434025343168	0.5803019579484433	0.41969804205155686	0.0667666106086142	0.08145697416116644	0.6753302954873703	0.010737587063301551	0.26490900585637756	0.0511200616872457	0.002358141143685994	0.26490900585637756	0.18255298664413924	0.030195700095465686	0.15010200127444429	0.007672794234059952	0.016190638992714765	0.013745195744427115	0.39230812516617186	0.010043162664760123	0.06061962478915153	0.0021133742451540987	0.08295724960132893
692	693	-0.00027082031641384474	0.7941973215576029	0.2058026784423973	0.020245309375695946	0.0722458102613767	0.03502719623371906	0.1335568681810207	0.023202602508568773	15.910452083704282	0.3814131314861481	0.618586868513852	0.007119436999184187	0.12884559409195112	0.7634768452237934	0.03368655937463318	0.4385501199585221	0.06619345277958696	0.0009834078103172412	0.4385501199585221	0.2756353097224151	0.019840855107604242	0.0693179504661382	0.0028790827239801673	0.027005073643450405	0.017246778098194013	0.2958033957750851	0.021970239296071926	0.10395505970453182	-0.0002895675445049765	0.034124510642634595
683	684	0.005529588302954052	0.7628207071578839	0.23717929284211647	0.0163270844387948	0.14273392477092947	0.11079963755574901	0.09444536807118702	0.03399814090172193	13.16957987574847	0.5573956392551609	0.4426043607448392	0.007055371913006342	0.09710600515781269	0.749449041315889	0.1078626227537079	0.42397158648838706	0.03864907127634131	-0.0009542663164719327	0.42397158648838706	0.24555179355315052	0.016973583911296355	0.14072822661142284	0.00019800110730363804	0.00395385693671571	0.008318051952414328	0.2878239118041444	0.032825972133156696	0.05558218299972004	0.005532822058653033	0.011009228849722042
687	688	0.0027213517147811946	0.7209100233840878	0.27908997661591256	0.03625803965489239	0.09685076866651647	0.04606608211272439	0.18223920794939608	0.03955293801209585	7.604320868625711	0.38360853822910124	0.6163914617708993	0.016067314045236113	0.17707777166533265	0.7035393257729744	0.04445611081918748	0.4601776558260595	0.06135690737551553	0.00012931882388887418	0.4601776558260595	0.3377701795283152	0.035545179992494604	0.09331914293760955	0.002330533606476013	0.006010548668166433	0.012437444698463931	0.17189919593977068	0.03716347605653613	0.09668984506860204	0.002844247711329991	0.022077862713402504
