FID	IID	T10	T11	T12
695	696	0.08599447849046032	0.7650683577539085	0.004039645272968701
701	702	0.3745768810536758	0.35216755997926585	0.0011421878955986103
700	701	0.3981978216915468	0.33367135626559	0.04384151436176156
663	664	0.32306923333864135	0.5128072996115562	0.030743066918727417
697	698	0.49403216005489453	0.11674005799252846	0.08011506559936112
882	883	0.3012032249459893	0.48359589046909307	0.02018838746171057
880	881	0.13737734657457515	0.3190202823993596	0.013057868548042324
877	878	0.10863684610732958	0.6843966302518101	0.025474246666027472
874	875	0.23421054344369657	0.5599991236791798	-0.003017875965683396
885	886	0.14093250530678167	0.7223976023456211	0.006938875306638151
875	876	0.10615563194632614	0.8091196176527538	0.009999427753018921
876	877	0.19801609189099706	0.5925098897137392	0.010135747053583343
883	884	0.3462079134767724	0.4709872432521033	0.023987128643494764
873	874	0.21543035309912886	0.6468067193807475	0.014078850556996952
884	885	0.31691110060912403	0.3913424356358718	0.035001949947797
881	882	0.29644524139865935	0.3603510038967371	-0.007990046655727584
878	879	0.3501018176452371	0.5025077622220532	0.07124329574890781
879	880	0.19013721459602265	0.683624283531582	0.036910725980543735
376	377	0.08937615955802933	0.8225787022383307	0.02466547786540773
373	374	0.3568581362062134	0.4410771055246814	0.04258758539444739
371	372	0.14425675519690934	0.4386704724829066	0.30455341801685865
370	371	0.09186625486564957	0.5512979695592922	0.052110097417737394
378	379	0.33382890557263994	0.2960737981704655	0.035995555793893116
372	373	0.45549535305711164	0.13333750845754466	0.07783186307466392
377	378	0.17369165372383474	0.5797066970945793	0.0016165748731141912
888	889	0.29124188152365005	0.3300263911241351	-0.007546305205886859
889	890	0.13694477220051438	0.6891490047514038	-0.00901537325042109
379	380	0.1773456205395401	0.5334097761181474	0.023495797430032814
886	887	0.2882603278259776	0.39839103473629967	0.004348005206135437
374	375	0.5352396100063366	0.276137603605773	0.023159727318037046
299	300	0.15485082240667605	0.6302311683523083	0.02869556403946947
380	381	0.13916866870767808	0.5490776053134695	0.0679370100201235
303	304	0.21244779557662807	0.6841890908471514	0.005169270110844134
294	295	0.18068039178523887	0.5376249404853433	-0.005490082850102173
297	298	0.2494084559439908	0.6011435654798286	0.05954629420879759
296	297	0.10554145959301629	0.7390936331916472	-0.0002497535268904151
298	299	0.407506196517952	0.19511491165811426	-0.0023500876725456163
301	302	0.3857180261059612	0.2924730265332977	0.025431993616416192
293	294	0.31884278223349166	0.36780934507668944	0.1582664720168955
302	303	0.323478113217553	0.4628391648632547	0.06518042287337954
304	305	0.24435767146481574	0.5847203564240271	0.04770107762024327
295	296	0.48079243226605883	0.2598875415759606	0.0031110745618300253
305	306	0.40779896210809574	0.15670862275826478	0.2576777034424484
311	312	0.23293836475623983	0.6258261800768157	0.02825397619649394
315	316	0.17259390376327585	0.04665303358182799	0.062203525948281345
316	317	0.1969339204549376	0.6570596922773568	0.0096072254492289
309	310	0.3651356379693215	0.3104347690038393	0.056397460175145006
310	311	0.20170189214783263	0.5795530395447257	0.0021593666884757983
292	293	0.40941639910871974	0.46585926080888235	0.020702265213685875
313	314	0.41658856449042825	0.21266767512239004	0.05377043310629492
314	315	0.5996840237458647	0.143197121667194	0.05160222389461202
307	308	0.29586656712142634	0.6409111680183244	0.04558797971105714
318	319	0.20072021745373567	0.6430820631080485	0.006666555981640202
306	307	0.19019821944180784	0.3863827115384868	0.006944124968712665
308	309	0.41545325029445984	0.3854075035844233	0.031110261923934686
1045	1046	0.13498745662789155	0.6403613864639858	0.10743330334132371
324	325	0.31808414822727826	0.13246526013863977	0.04572268669405175
1047	1048	0.3280591688970812	0.6327980285959914	0.005836521112074649
321	322	0.41075815701826396	0.2488643069157788	0.05203547667494963
1043	1044	0.1654864161688904	0.5697091704488884	0.037349482716121596
323	324	0.22452704082373962	0.05218692913865253	0.0710803881183235
1046	1047	0.09007126892905881	0.6535422790604659	0.025897126604296865
325	326	0.32452011672064185	0.5143772149060456	0.06948418760416356
319	320	0.21097644451516986	0.6277233906572368	0.048032429445211286
1048	1049	0.2730148475705921	0.2002202305000017	0.02549805681987903
1044	1045	0.34141144911399096	0.30688914610665713	0.032812407879307066
322	323	0.17556302130079546	0.6920317876052061	0.0036266426903767586
320	321	0.24502639498205145	0.45908761891505084	0.052543804319153405
326	327	0.2680863940422724	0.4902013408687517	-0.0005033608101739952
331	332	0.26949426068694365	0.25189580642027576	0.09455718722965407
1051	1052	0.25500329676968436	0.4562202212759389	0.08969443576643515
327	328	0.4331648447399027	0.3317907829486579	0.029803190516403504
1052	1053	0.2266758679248814	0.3405396138381088	0.06292456210257322
1050	1051	0.17059340850001473	0.31272950522299564	0.00018341116277484533
330	331	0.28886764572478935	0.4269654908007846	0.02573273347432701
332	333	0.2612118101892287	0.3736099693656944	0.04028163455254083
1049	1050	0.16086405747080215	0.7320585908504601	0.014866902415685637
1055	1056	0.4049363147108507	0.2593702330457541	0.039813381372595984
1053	1054	0.19340691588096992	0.6387071100494248	-0.00022081978930248592
1054	1055	0.34269914694095666	0.09451464860159291	0.018487856374510732
1057	1058	0.3623302596036243	0.3643932244125995	0.0006844170430326518
333	334	0.3101767499389201	0.46132066212518613	0.04522071324608905
1056	1057	0.2344243636647681	0.5572540361277308	-0.012164414608864806
1064	1065	0.30811451963634506	0.39208176716250775	0.01030102977213701
334	335	0.22446940289696052	0.6617824061131535	0.022882494611165476
920	921	0.18058469399593485	0.47914282287765136	0.10388444070303321
1058	1059	0.4257545211162137	0.18048930879490024	0.020171635711812724
1063	1064	0.3121415477757825	0.23433192373408784	0.008377858890589942
1061	1062	0.1584843483040109	0.7918870919589043	0.0006343573663341569
923	924	0.25292042434438566	0.2611083762970286	0.05550056871531254
1059	1060	0.16375923656280053	0.6561125037316515	0.039345827537275654
922	923	0.42154963754682806	0.15000960201993718	0.1273403544729216
1060	1061	0.1078795030760305	0.6242737767242185	0.02301022495176282
1065	1066	0.23033426997486234	0.5894200102275932	-0.005777003380999032
921	922	0.3379506774434589	0.5092556868082035	0.1026535205251352
924	925	0.019219426463497634	0.7473833132168164	0.04474526259302804
755	756	0.3844871162086079	0.17534048486595502	0.08947095234302026
762	763	0.10593792195239041	0.6052663975419686	0.05914018191637188
754	755	0.20104864258911367	0.6351429457315309	0.09817745403201517
1062	1063	0.17675095449518052	0.6563144843222426	0.06047739234771854
760	761	0.30165179189720576	0.46754176339178777	0.03879956194540259
291	292	0.17263107692504767	0.5136642302393385	0.0050635916883185654
753	754	0.34947541430761137	0.2945143735891655	0.0207127438450309
758	759	0.09834128132313759	0.6923917822799773	0.025880739502545415
769	770	0.30990545369534045	0.40868852745404666	0.07414290790215763
761	762	0.17021013965736553	0.52100756915699	0.06630223809788785
770	771	0.38311213360608787	0.21920895109927552	0.23741075111943133
767	768	0.3246590122333372	0.49012112793527673	0.07111272666559865
774	775	0.1406855393777688	0.2076468671306982	0.07071264690912712
772	773	0.41611599112956166	0.25328500554088335	0.011828233444850976
764	765	0.07171440207350657	0.7740497423513398	0.009112321233869503
766	767	0.31313723913355096	0.2791114935321742	0.06178568359370866
771	772	0.11318118992235263	0.7641664381558689	0.04846224219761589
765	766	0.321995643983263	0.3585369174755246	0.017161227046408874
781	782	0.266316316922466	0.03977024046087485	-0.013823199554190403
782	783	0.2323497873120427	0.640532019471262	0.056402724290769674
783	784	0.14059760725584688	0.5873346320580923	0.02358332743974766
784	785	0.0801934542307268	0.6538624512913297	0.07109813144960042
791	792	0.4374599794602558	0.2454300142641319	0.02701281339990154
786	787	0.08137467279031442	0.8360883692406961	0.02839244203577644
790	791	0.2219429148309223	0.7085054076378522	0.0032187806948972292
780	781	0.14334572947521335	0.6198076749485741	0.05995324928156957
779	780	0.16638374697851332	0.6323277477759527	0.1540385361188164
787	788	0.21807216958839745	0.6341832763368259	0.03434806187946509
788	789	0.10372108595750015	0.8366252556750335	0.045488018991647894
711	712	0.40366189095229765	0.1451685320188558	0.06529429985825866
707	708	0.40487568522946726	0.35912242662485194	0.027193079917512436
705	706	0.19418209007469156	0.1964416853555925	-0.0065906389384541575
667	668	0.28062691737238943	0.6396359244191312	0.0011948155630627198
670	671	0.029868012302404573	0.9303410266674582	0.030274457966132182
666	667	0.2673040953124006	0.5435421260830432	0.0615940165657244
665	666	0.17327016981535767	0.5435937400172703	0.11023630169839055
668	669	0.11394850908383092	0.7935602972630589	-0.0002960850600108103
709	710	0.46843287930917804	0.254631737136367	0.0020887695750856777
706	707	0.34180831798973466	0.1336476852209292	0.09408972511559485
708	709	0.13098302319430213	0.7228052004066821	0.07754336612428
793	794	0.02901292342823486	0.15759239787183899	-0.004256278783571654
405	406	0.30813615120363685	0.4421342293224414	0.14445557030354975
455	456	0.10084836737758673	0.8285966832518578	0.03383740372945117
406	407	0.3501975604494558	0.4054189068972605	0.03225848215423973
458	459	0.3757306070092927	0.4701002717776442	0.043406381249969414
443	444	0.5550644317296157	0.30215243774456374	0.034654989934766164
446	447	0.1333702700736141	0.7714688599705471	0.01219712445337677
445	446	0.2571276405652707	0.15103971599307286	0.019799244026793554
457	458	0.168881268035431	0.730505392076561	0.02403725881808431
459	460	0.25512367533125935	0.34583961030402927	0.1246727932828714
456	457	0.4127223043845335	0.2605239724190545	0.06293370804494446
453	454	0.18909362980035252	0.5704930828274184	0.034595084675751696
454	455	0.2050442626707766	0.5788258140157543	0.06708734429094543
461	462	0.20451627044774662	0.6793366215254302	0.031009402652526687
460	461	0.3036012392579216	0.45092322085843356	0.027972047508486073
464	465	0.5017589773082771	0.3941433006612016	0.013802726855351687
447	448	0.10938560612286774	0.6674276099911658	0.016825513413874178
433	434	0.08069268365501027	0.140300724666522	0.07561567014832211
462	463	0.3129003001577761	0.46723203821192516	0.003941871638677262
431	432	0.37426160281901727	0.4318246739378697	0.05784833123795626
432	433	0.14257443399572803	0.7059198507283767	0.073220336726684
448	449	0.1722859789273339	0.507589773647985	0.02847489455594946
451	452	0.21357243118178187	0.7102950365006405	0.0351124034676886
449	450	0.1317459532478767	0.10013509302685755	0.006733574826619297
450	451	0.34573633790995456	0.48691875009412117	0.03593786937726237
463	464	0.20229997646848205	0.6730096482989774	0.0032712603923859968
364	365	0.17082882352824008	0.4316874100529525	0.009731808305362188
438	439	0.17886062481124718	0.5871201535092745	0.01878097090955203
437	438	0.19379056059665017	0.6245017754626648	0.03194171048330838
436	437	0.10315000580928133	0.21850754074395037	0.4904301328810227
367	368	0.18910544676173846	0.537407154177637	0.029914556418312782
365	366	0.21627308445154092	0.6529707667445026	0.06083287202744394
363	364	0.22216122358958765	0.6136224308798645	0.0017224016170187643
361	362	0.40296140966104543	0.2519363588678376	0.014299212576776008
360	361	0.13954377177290184	0.6740659213231451	0.03755636973013389
439	440	0.5107827447264109	0.19806883012224538	0.04745235855861866
366	367	0.3914522615689115	0.2667841193277887	-0.002007922209494896
434	435	0.26916556924910506	0.49044874982490244	0.02354196907575092
435	436	0.21259703451041861	0.1831876159491322	0.024400169776299885
428	429	0.3372885655471248	0.35639114468070426	0.07647024299752543
357	358	0.2169433287147998	0.5329186652679647	0.012102435976634912
356	357	0.21867741519517528	0.5878857616891714	0.005149132015146928
423	424	0.08622101680281001	0.8161286719724306	0.0017533161701780396
424	425	0.07869980831735184	0.8156893361689843	0.01127139415420823
422	423	0.047888036229315215	0.7549536318977106	-0.0003327259451878523
429	430	0.6995346270120222	0.01266499606340505	0.08123935073392739
359	360	0.266765850214581	0.1691799622111957	-0.006160840796175956
441	442	0.27069572091454935	0.659170956216976	0.006229933676158534
425	426	0.29004141462603433	0.5448812829323254	0.025569421012250196
358	359	0.2024427731813109	0.5751803057174264	-0.009947738791832505
426	427	0.3265741553420084	0.31631183061873863	0.05499136747230494
394	395	0.5190295425870298	0.0034840702357438556	0.10104729077730484
419	420	0.22669825241749236	0.6886741071797132	-0.010687289452220864
417	418	0.25804858833989497	0.472344211168637	0.044258647115611685
396	397	0.1580324469106829	0.6597007358971502	-0.00912663399889482
442	443	0.45273653972989647	0.23821355407567146	0.03288219451147155
416	417	0.17827806229227564	0.23314946447003185	0.01908033158868882
415	416	0.45508247629821774	0.21310187999767488	0.010383041264725714
395	396	0.3148634821438936	0.4318291152269229	0.11734424213857417
368	369	0.21668881149982105	0.5305750260915032	0.012523717712922369
1072	1073	0.41914341304833125	0.20747448325439646	0.18637342113658587
398	399	0.28178271797060456	0.44720854088222034	0.07013914403850252
399	400	0.14961632997458896	0.7021029500764951	0.009497426085404666
1073	1074	0.2927779530096435	0.4321600628994013	0.0029244649350818348
387	388	0.12963751402199253	0.793895671694785	-0.00535605076728982
400	401	0.46238490365041585	0.32573992880162034	0.030192692997841417
390	391	0.28729778934461736	0.31900232955528	0.0003160917437468255
410	411	0.14257253126705743	0.7262748411747352	0.022018248645608383
347	348	0.20752212114805182	0.6569356999555468	0.031750604279674424
1071	1072	0.1409404778098384	0.6432575660758308	0.02071620322288015
389	390	0.1264224833271425	0.7178141748257635	0.014607771812628973
402	403	0.12107867264119646	0.7727057570933555	0.02169640513528483
413	414	0.35835320031456513	0.2887276914297806	-0.005500532446945781
412	413	0.26848109395065906	0.3292428410236573	-0.0070394426882122284
414	415	0.1489412970883896	0.5431191634260634	0.09786507219083176
403	404	0.17969932751584414	0.5906393072144732	0.04545676560630615
1070	1071	0.2906975999996717	0.3889343649708654	0.0581743208061722
494	495	0.25666367087773034	0.4690037703754454	0.0030123981598659984
498	499	0.16938585075019022	0.6788618803694207	0.04346601139234109
409	410	0.29680650331704755	0.4508983054343666	-0.0021696258167902705
497	498	0.46800668983440147	0.2218044597482168	0.08852528011828985
411	412	0.3655397947646086	0.3499869693954872	0.03552162309372285
329	330	0.3054209200503028	0.37859663997862725	-0.001057239914740651
404	405	0.23097832470644838	0.5771770867270912	0.032996407002046924
335	336	0.2755858201908804	0.2666731141505284	0.018194905765375247
328	329	0.5243009586678521	0.15252004706581376	0.2541355438617541
1066	1067	0.04538070765934864	0.8776007935723713	0.006501312566362183
488	489	0.4368146008789971	0.1466049730724071	0.0773661055650255
490	491	0.36726639445525666	0.17740841774104166	0.18731754720219712
421	422	0.27782888688500285	0.41717355929778166	0.107678227635036
339	340	0.4215636360969861	0.20278989560660507	0.024748953036193965
337	338	0.501080786305499	0.18808966419129203	0.01263623000297282
486	487	0.06257141731378975	0.6953344198143039	0.007919409764529723
338	339	0.39411901641966174	0.36482494336376753	0.008405712722901899
420	421	0.03240718863576922	0.8707400637756155	-0.006642301843266587
487	488	0.17570169266567653	0.5116728733997522	0.000886456941255661
340	341	0.299722540662554	0.5847274819067573	0.017851518871601385
489	490	0.10276319488352054	0.7704645316556236	0.025597790396848594
552	553	0.23980951182987376	0.46612838343760943	0.008850588441409561
348	349	0.2975832233673453	0.4571566513680942	-0.0003896836875562175
391	392	0.35451285951136635	0.2724979310250598	0.055990408178004596
485	486	0.2274468905306024	0.6254182773696382	-0.00025367953343218355
554	555	0.12218459951066742	0.8219165246652383	-0.0017481953165673844
866	867	0.2261131332392814	0.5133405102864599	0.05254033218229814
393	394	0.4387637556584158	0.17871701011776486	0.01997795077379178
752	753	0.13390623838948407	0.6687017483370442	-0.018682728210725613
558	559	0.20310514028594603	0.48962828875587305	0.005008963254007877
493	494	0.42671512801285993	0.31923163591202597	0.10814028822005838
561	562	0.180881094275764	0.6520549669950754	-0.0067896670838945745
503	504	0.26471335364678406	0.43812252974631594	0.07994250077988976
562	563	0.3255158470760306	0.4034822230404815	0.028017702855712548
392	393	0.21487246822856446	0.5882214455304295	-0.017324082377159964
517	518	0.30480959803423757	0.43021026951338404	-0.003356989491017596
98	98	0.19170759844954652	0.5817700578753983	0.006315152364379795
407	408	0.36358234175752857	0.28016953581495063	0.007937172129817021
515	516	0.15994517819171158	0.4907941044065426	0.03713439253834619
516	517	0.0720024244580447	0.6435571855777078	0.03456945986461082
563	564	0.06806154727681543	0.7894890781187013	0.03312797437544768
502	503	0.44320209726898224	0.22833208159350446	0.0017474683431246444
751	752	0.5116177471399316	0.0032464161734123247	0.03961094471584205
492	493	0.10600113955761449	0.6304049335520969	0.1956854759907739
671	672	0.10033234198395265	0.07227863185880262	-0.00681103469116877
716	717	0.12781032051784333	0.7520141896641748	-0.016208691112854445
678	679	0.14278518934597303	0.49343574612359653	0.06475948199202756
676	677	0.6445539835899289	0.0272472226690728	0.014308724931006336
675	676	0.17098052062277733	0.2879988575764061	-0.006739118252452568
719	720	0.1429736148034559	0.5908726075430949	0.24301437254451358
673	674	0.25204791160393436	0.5893133288796619	0.036694829920792885
715	716	0.25472383425355677	0.5862064428805922	0.033171965314286185
679	680	0.535867236140798	0.09651493211285422	0.04508053284522568
680	681	0.3818319088274734	0.24939161788066805	0.027681163461951735
677	678	0.2491435673269934	0.5251021305584528	0.1306603156303759
674	675	0.2167668023985359	0.49229483842973804	0.07214613644677838
481	482	0.19331571522942517	0.6759026366285747	0.011448668913183632
484	485	0.5878457130799261	0.18015684783534558	-0.00563317270036319
99	99	0.04817661744479006	0.7029911306743101	0.019503240727355133
482	483	0.26150825817724965	0.2889150499721064	-0.002610222507317065
381	382	0.2816505653632818	0.5122132711155211	0.008436060225365964
480	481	0.1646423871163047	0.6681569975075022	0.0008666436537829378
101	101	0.2154536300581579	0.3959957630440824	0.010574806918478143
369	370	0.21636763803460676	0.5921024989115402	0.014715989032660748
102	102	0.23222513059385905	0.5845948732694481	0.01131948090673205
478	479	0.43782537679629735	0.27856805445599153	0.00598627310748227
382	383	0.11023266324281322	0.7827698482687865	0.007303885265525362
531	532	0.3816132613334122	0.46215566047663126	0.03356102104493615
530	531	0.07693055575788077	0.18443788004121903	0.04303228171045419
105	105	0.43062714857851997	0.3573664308131562	0.05053163761442256
539	540	0.16943123765568024	0.4773587810734152	0.026801280586702364
540	541	0.2729878948906829	0.4983761447153126	0.03180685642786748
529	530	0.11394222901530394	0.768457137313822	0.06846886670903005
104	104	0.31478635460528714	0.4120411836926187	0.019922691361340145
533	534	0.1293692594943229	0.5743642844778419	0.10231623901714265
527	528	0.03330380229592726	0.8074867670852524	0.0705759232920788
528	529	0.22576222893196227	0.45594951230290887	0.007142161173270149
538	539	0.05575115388219718	0.8617496695269423	-0.000561022403516357
532	533	0.09307367851145597	0.7767359957405663	0.023000898893335172
541	542	0.3790123258145936	0.19694331378346397	0.12664851798047774
506	507	0.11579196068640833	0.7292526005031916	0.0038671438961081443
543	544	0.06721017364472572	0.24103731178475163	-0.0059075441367660506
521	522	0.563852443250709	0.2424835752744777	0.05102357975055253
536	537	0.4056675794273636	0.1864292491694043	0.09515637196453482
546	547	0.43666426724417134	0.41975385317353453	0.11168136295861154
542	543	0.44766235567257834	0.3169563214057775	0.0364342219086735
