FID	IID	T24	T25	T26	T53
906	907	0.39878004956523816	0.6012199504347617	0.4902199090245522	0.39878004956523816
1035	1036	0.2670734977417512	0.7329265022582487	0.4212565191539914	0.2670734977417512
1034	1035	0.5322347431360243	0.46776525686397574	0.19400457194916065	0.5322347431360243
908	909	0.17646634471530037	0.8235336552846996	0.2383262012371684	0.17646634471530037
912	913	0.4272963683907243	0.5727036316092755	0.2997584062313375	0.4272963683907243
1040	1041	0.2557783146038672	0.7442216853961328	0.13886396211130234	0.2557783146038672
1036	1037	0.4086213360333551	0.591378663966645	0.397294280116435	0.4086213360333551
911	912	0.2700066134966926	0.7299933865033075	0.24658974488553898	0.2700066134966926
1039	1040	0.23722117333038378	0.7627788266696162	0.3673063418442494	0.23722117333038378
1037	1038	0.585956589760467	0.4140434102395329	0.48780950968824016	0.585956589760467
909	910	0.26977076176452536	0.7302292382354745	0.7410282153609494	0.26977076176452536
1042	1043	0.4363849471800214	0.5636150528199784	0.21350675309072298	0.4363849471800214
914	915	0.41301156034456155	0.5869884396554383	0.3002976900604829	0.41301156034456155
868	869	0.26005657936511867	0.7399434206348815	0.541625283372172	0.26005657936511867
915	916	0.381322653066787	0.6186773469332131	-0.048491320934783685	0.381322653066787
871	872	0.41639306397586395	0.583606936024136	0.20149436390124512	0.41639306397586395
694	695	0.30068228911353345	0.6993177108864667	0.021656417244014806	0.30068228911353345
916	917	0.5656305876004953	0.4343694123995042	0.2882920149698139	0.5656305876004953
662	663	0.40548006218694904	0.5945199378130509	0.3424120019218088	0.40548006218694904
700	701	0.13840739217369555	0.8615926078263043	0.2090747263262809	0.13840739217369555
701	702	0.18503605922439764	0.8149639407756024	-0.041958094731494096	0.18503605922439764
697	698	0.21742189515776644	0.7825781048422333	0.27809911826103306	0.21742189515776644
695	696	0.24722821810438295	0.7527717818956169	0.17222536958171553	0.24722821810438295
704	705	0.253092221011145	0.7469077789888549	0.2602722871472995	0.253092221011145
696	697	0.3227148202670578	0.6772851797329419	0.10060372721051163	0.3227148202670578
663	664	0.18451220905986826	0.8154877909401316	-0.005649674954860437	0.18451220905986826
664	665	0.2160852653322084	0.7839147346677914	0.20673690662811745	0.2160852653322084
661	662	0.5299742020635255	0.47002579793647437	0.2883825040639689	0.5299742020635255
699	700	0.07868044240676293	0.9213195575932371	0.0522497416425452	0.07868044240676293
879	880	0.6102483028576375	0.38975169714236263	0.4628505009237788	0.6102483028576375
878	879	0.17458574297545876	0.8254142570245412	0.9086365346714318	0.17458574297545876
877	878	0.38148824627974204	0.6185117537202579	0.1955747339105377	0.38148824627974204
876	877	0.884763199213511	0.11523680078648862	0.1866458652383369	0.884763199213511
885	886	0.7543839170814315	0.24561608291856843	0.38243688471719556	0.7543839170814315
881	882	0.43189092769823545	0.5681090723017644	-0.01512567507303372	0.43189092769823545
888	889	0.28733033355412685	0.7126696664458734	0.006167614805365519	0.28733033355412685
887	888	0.4001335960840708	0.599866403915929	-0.06748530143050217	0.4001335960840708
373	374	0.5404165573335132	0.4595834426664867	0.4075398313299663	0.5404165573335132
889	890	0.31260261433861686	0.6873973856613831	0.2604647855595608	0.31260261433861686
372	373	0.44082805636631367	0.5591719436336866	1.4217313101684996	0.44082805636631367
379	380	0.35940147917916077	0.6405985208208388	0.07779416040505852	0.35940147917916077
886	887	0.18791152805467462	0.8120884719453253	0.13897953099358362	0.18791152805467462
376	377	0.627366160717133	0.3726338392828672	-0.05275676024771574	0.627366160717133
374	375	0.46714478911604035	0.5328552108839596	0.021498686726180473	0.46714478911604035
378	379	0.2203196421014708	0.7796803578985287	0.11569922332683216	0.2203196421014708
371	372	0.08366923579716826	0.9163307642028318	-0.03183686176127722	0.08366923579716826
380	381	0.33740729549149767	0.6625927045085024	0.28793621765948757	0.33740729549149767
297	298	0.17734559823950682	0.8226544017604933	0.12167381641174213	0.17734559823950682
294	295	0.5250066000663753	0.4749933999336246	0.2685360055419203	0.5250066000663753
301	302	0.6669913249271324	0.3330086750728674	0.03534858230421643	0.6669913249271324
293	294	0.6579260426795682	0.3420739573204317	0.2456713271872458	0.6579260426795682
296	297	0.5064459863507684	0.4935540136492313	0.15408183604712855	0.5064459863507684
302	303	0.21080266804580952	0.7891973319541904	0.24645735536633107	0.21080266804580952
316	317	0.7177540020435028	0.28224599795649713	0.208276915106803	0.7177540020435028
313	314	0.43193275768400147	0.5680672423159987	0.47414799668653673	0.43193275768400147
292	293	0.4934017937309236	0.5065982062690764	0.20642046107193482	0.4934017937309236
315	316	0.7758259722018918	0.22417402779810808	0.6958473536339224	0.7758259722018918
308	309	0.11237802629906796	0.887621973700932	0.2753254611676968	0.11237802629906796
309	310	0.35475690436541213	0.6452430956345877	0.23450321308523392	0.35475690436541213
311	312	0.14505989275515513	0.8549401072448446	0.3363562538753542	0.14505989275515513
318	319	0.38994591357847636	0.6100540864215237	0.36927204252856555	0.38994591357847636
312	313	0.2756664010624969	0.7243335989375029	0.14013793800899088	0.2756664010624969
307	308	0.3426566238291256	0.6573433761708745	-0.1158300630597795	0.3426566238291256
306	307	0.23299832204678922	0.7670016779532105	0.19951862031663037	0.23299832204678922
314	315	0.16297482351884918	0.8370251764811508	0.3034291473028415	0.16297482351884918
310	311	0.11833284474157606	0.8816671552584238	0.5081927937497596	0.11833284474157606
320	321	0.4022312330228384	0.5977687669771615	0.11523370696760224	0.4022312330228384
319	320	0.2443509701295989	0.7556490298704008	0.3871688715140027	0.2443509701295989
321	322	0.33268392744471503	0.6673160725552849	-0.09654543241156871	0.33268392744471503
1044	1045	0.24657434838653225	0.7534256516134678	0.6957375655008395	0.24657434838653225
1043	1044	0.2543294530644888	0.745670546935511	-0.09272024932173793	0.2543294530644888
1048	1049	0.23454061692892708	0.7654593830710728	0.22128119969977292	0.23454061692892708
323	324	0.3921893998135366	0.6078106001864633	0.832862191635567	0.3921893998135366
1054	1055	0.12307194157467592	0.8769280584253241	0.3038385018748941	0.12307194157467592
1050	1051	0.32562848760304786	0.6743715123969521	0.19995172481420423	0.32562848760304786
1052	1053	0.43189414778447566	0.5681058522155242	0.016459048806462432	0.43189414778447566
1049	1050	0.7023466863227494	0.2976533136772504	0.3166344314768009	0.7023466863227494
1056	1057	0.3359845750807111	0.6640154249192889	0.18108474862927174	0.3359845750807111
1051	1052	0.07769907341479061	0.9223009265852091	0.3359337074347226	0.07769907341479061
330	331	0.5529088091719473	0.44709119082805276	0.08261286675267566	0.5529088091719473
1064	1065	0.20531932375054765	0.7946806762494522	-0.17540486050585113	0.20531932375054765
923	924	0.6342227931025907	0.36577720689740933	0.24591709618910368	0.6342227931025907
1059	1060	0.47308061923240674	0.5269193807675936	-0.009843353299145307	0.47308061923240674
1061	1062	0.6170202363078715	0.3829797636921283	0.288585008627104	0.6170202363078715
922	923	0.39529597995587956	0.6047040200441207	0.06904666876727635	0.39529597995587956
920	921	0.19780943925630895	0.8021905607436909	0.24873892533901656	0.19780943925630895
334	335	0.03395704772285702	0.9660429522771431	0.1703255803450551	0.03395704772285702
1060	1061	0.5087759726654838	0.49122402733451626	0.022303486232783564	0.5087759726654838
1063	1064	0.125426593519352	0.8745734064806479	0.28307706259993776	0.125426593519352
754	755	0.2591846035869272	0.7408153964130728	0.317254343315471	0.2591846035869272
770	771	0.48780451846162376	0.512195481538376	-0.19370842159606702	0.48780451846162376
772	773	0.755564500342355	0.244435499657645	0.20372471035799597	0.755564500342355
790	791	0.4114759339500892	0.5885240660499106	0.22803350551789783	0.4114759339500892
786	787	0.3265317714046751	0.6734682285953251	0.12066185478000949	0.3265317714046751
791	792	0.2925424970438488	0.7074575029561513	0.007709603984700098	0.2925424970438488
781	782	0.233224413140945	0.7667755868590549	0.2361642093692902	0.233224413140945
667	668	0.42871555601809225	0.5712844439819078	0.5575620975614668	0.42871555601809225
709	710	0.6222941401388262	0.3777058598611736	0.3020076375383362	0.6222941401388262
705	706	0.5002864533899449	0.4997135466100553	0.238123097796281	0.5002864533899449
706	707	0.3405900818844802	0.65940991811552	0.147163385868435	0.3405900818844802
669	670	0.2082240945306568	0.7917759054693434	0.03506673799139729	0.2082240945306568
707	708	0.7083488458395383	0.2916511541604618	0.16805535652398598	0.7083488458395383
670	671	0.773115161208614	0.22688483879138607	0.30849866674652326	0.773115161208614
711	712	0.5538494874152273	0.4461505125847727	0.3762714014875244	0.5538494874152273
708	709	0.17520055756516095	0.8247994424348387	0.23486731734211555	0.17520055756516095
666	667	0.42710628575451814	0.5728937142454816	0.44559873474213596	0.42710628575451814
450	451	0.2066678879184752	0.7933321120815247	0.16640416604327946	0.2066678879184752
434	435	0.07816416406328268	0.9218358359367174	0.2697830790899207	0.07816416406328268
364	365	0.34375440512339983	0.6562455948766001	0.15599972993404193	0.34375440512339983
356	357	0.23785212924585644	0.7621478707541436	0.5475655209330363	0.23785212924585644
423	424	0.6652774020127012	0.3347225979872985	0.06184096218251362	0.6652774020127012
359	360	0.40578212177153106	0.5942178782284689	-0.00895259999052219	0.40578212177153106
358	359	0.38663417639813796	0.613365823601862	0.1659873428668298	0.38663417639813796
417	418	0.21666090262821314	0.7833390973717868	0.3162459187206291	0.21666090262821314
1073	1074	0.28185786827870724	0.7181421317212926	0.35780819682642606	0.28185786827870724
415	416	0.3983379537341427	0.6016620462658572	0.14761796852189327	0.3983379537341427
419	420	0.3382227343569784	0.6617772656430215	0.11299053226922821	0.3382227343569784
396	397	0.32964997242159716	0.6703500275784029	0.159301094716377	0.32964997242159716
442	443	0.037628487843013855	0.962371512156986	0.33861217945948474	0.037628487843013855
1072	1073	0.16425437686634262	0.8357456231336574	0.616483526706943	0.16425437686634262
368	369	0.22230387325621176	0.7776961267437881	0.08470965876593957	0.22230387325621176
387	388	0.21669226021338767	0.7833077397866124	0.24963819080950575	0.21669226021338767
412	413	0.09759971132401729	0.9024002886759827	0.28750099565605475	0.09759971132401729
388	389	0.24256417468214247	0.7574358253178576	0.12850983557672174	0.24256417468214247
329	330	0.42960997393532957	0.5703900260646704	-0.42020430631939815	0.42960997393532957
497	498	0.3172007731303205	0.6827992268696795	0.6807972106028263	0.3172007731303205
404	405	0.2564007359189468	0.743599264081053	0.19996981395614988	0.2564007359189468
1070	1071	0.24587900083682931	0.7541209991631704	-0.029830723033809736	0.24587900083682931
489	490	0.39535937493887774	0.604640625061122	0.16872068596544834	0.39535937493887774
337	338	0.31320304725973525	0.6867969527402648	0.1655831199234786	0.31320304725973525
490	491	0.43579844720694866	0.5642015527930513	0.801505241115375	0.43579844720694866
338	339	0.30636617945024325	0.6936338205497566	0.06589178918528098	0.30636617945024325
339	340	0.3656440374444977	0.6343559625555024	0.3760589227214807	0.3656440374444977
336	337	0.3431082719259457	0.6568917280740543	0.3276283150097643	0.3431082719259457
487	488	0.26757016463618877	0.7324298353638112	0.24169356699670208	0.26757016463618877
393	394	0.7777613328159684	0.22223866718403185	-0.03820302785007191	0.7777613328159684
752	753	0.41002332494991034	0.5899766750500894	0.4053982902373655	0.41002332494991034
671	672	0.43832325559293794	0.5616767444070618	0.2689260423060754	0.43832325559293794
716	717	0.37424341841347963	0.6257565815865205	0.2953010782648452	0.37424341841347963
672	673	0.5060795806805092	0.4939204193194908	0.04366174435769589	0.5060795806805092
673	674	0.299661588993878	0.700338411006122	0.16825637400023613	0.299661588993878
715	716	0.6268915814787877	0.37310841852121224	0.23041334749906583	0.6268915814787877
676	677	0.5814599229618076	0.4185400770381923	0.24615370068964115	0.5814599229618076
674	675	0.7417830987451869	0.2582169012548133	0.26624465858096297	0.7417830987451869
677	678	0.6846623846732484	0.3153376153267516	0.10291746428853857	0.6846623846732484
678	679	0.09516683556511639	0.9048331644348834	0.2319424224918877	0.09516683556511639
679	680	0.5355390205885444	0.4644609794114554	0.36431893992617204	0.5355390205885444
102	102	0.42862279099506995	0.5713772090049299	0.2924649932936939	0.42862279099506995
101	101	0.18486469912080358	0.8151353008791965	0.14721763343125535	0.18486469912080358
481	482	0.12362832347267351	0.8763716765273263	0.24425294326846694	0.12362832347267351
480	481	0.4061989622954513	0.5938010377045486	0.1949597282620672	0.4061989622954513
382	383	0.5242911444631739	0.47570885553682596	0.14980688377415005	0.5242911444631739
369	370	0.3778271402014298	0.6221728597985705	0.18089189382222154	0.3778271402014298
483	484	0.4846971036767172	0.5153028963232829	0.2284641310890446	0.4846971036767172
478	479	0.4253142610422721	0.5746857389577281	0.15143694053464443	0.4253142610422721
479	480	0.1434246664394665	0.8565753335605333	0.1976836467082884	0.1434246664394665
484	485	0.3334359523612676	0.6665640476387324	0.1396474385484809	0.3334359523612676
482	483	0.17367541371697903	0.8263245862830207	0.3110315422762324	0.17367541371697903
381	382	0.7296715245816108	0.27032847541838895	0.5201341808463548	0.7296715245816108
383	384	0.31908061523641557	0.6809193847635845	0.17423481574052105	0.31908061523641557
105	105	0.17077319319684753	0.8292268068031525	0.12156700354450664	0.17077319319684753
539	540	0.29913318455450466	0.7008668154454956	0.337108766083632	0.29913318455450466
533	534	0.26446841758259054	0.7355315824174096	-0.1019387802980737	0.26446841758259054
506	507	0.12703978342769018	0.8729602165723098	0.25330550033518284	0.12703978342769018
534	535	0.1641796716363686	0.8358203283636314	0.26257325191687	0.1641796716363686
546	547	0.3305505918423976	0.6694494081576022	0.2215025989524234	0.3305505918423976
524	525	0.1752619892942154	0.8247380107057846	0.09183752122993584	0.1752619892942154
507	508	0.40672045627254216	0.5932795437274578	0.2900262756979658	0.40672045627254216
521	522	0.2213477902395297	0.7786522097604702	0.378734554175079	0.2213477902395297
536	537	0.3714706795638802	0.6285293204361196	0.16463987996210844	0.3714706795638802
511	512	0.4589612700014938	0.541038729998506	0.2348003247535339	0.4589612700014938
514	515	0.3011626980482322	0.6988373019517676	0.18114117097898236	0.3011626980482322
112	112	0.11588554586272817	0.8841144541372719	0.20489166451551433	0.11588554586272817
549	550	0.40354014209563716	0.5964598579043627	0.36300321778065797	0.40354014209563716
509	510	0.3106195765717861	0.6893804234282137	0.19582924465790003	0.3106195765717861
512	513	0.10758323638462346	0.8924167636153767	0.17215902944147005	0.10758323638462346
555	556	0.34549062462041796	0.654509375379582	0.0018587930600072779	0.34549062462041796
1068	1069	0.4508864070927482	0.5491135929072518	0.3728220858502874	0.4508864070927482
551	552	0.6453922492147203	0.3546077507852796	0.4830527837408563	0.6453922492147203
510	511	0.6424420844922359	0.357557915507764	0.372528101116101	0.6424420844922359
468	469	0.28413136239652254	0.7158686376034775	0.3275134850538235	0.28413136239652254
469	470	0.11732570928595247	0.8826742907140472	0.279597494500308	0.11732570928595247
466	467	0.1827103222307358	0.8172896777692642	0.2967092929194509	0.1827103222307358
467	468	0.3219833851963726	0.6780166148036273	0.21610891492481984	0.3219833851963726
471	472	0.3094579051298456	0.6905420948701544	0.01802450957814283	0.3094579051298456
570	571	0.3265298752596561	0.673470124740344	0.13772676627482022	0.3265298752596561
566	567	0.19476032519957762	0.8052396748004224	1.0935078321133198	0.19476032519957762
472	473	0.08597761890743133	0.9140223810925686	0.2559819578535275	0.08597761890743133
110	110	0.5657911954064992	0.434208804593501	0.23784048028519716	0.5657911954064992
473	474	0.3642113628789812	0.6357886371210189	0.14881608685305553	0.3642113628789812
106	106	0.5874602136647753	0.4125397863352244	0.14109545453625413	0.5874602136647753
109	109	0.3555177467005695	0.6444822532994304	0.13678176996717073	0.3555177467005695
111	111	0.21776965084473213	0.7822303491552677	0.2575117218708492	0.21776965084473213
114	114	0.24374959615512776	0.756250403844872	0.39561577452823105	0.24374959615512776
621	622	0.05112084484867735	0.9488791551513225	0.44088636132670855	0.05112084484867735
603	604	0.17573005943084094	0.824269940569159	0.05984143205795339	0.17573005943084094
548	549	0.7426148870009636	0.25738511299903677	0.2829843113177982	0.7426148870009636
1075	1076	0.1765393571368997	0.8234606428631003	0.34880604345762084	0.1765393571368997
574	575	0.17297013510778123	0.8270298648922186	0.36473445642755464	0.17297013510778123
604	605	0.24960728592619802	0.7503927140738021	0.14885900941515545	0.24960728592619802
1074	1075	0.8308610192237157	0.16913898077628411	0.21147409038578618	0.8308610192237157
605	606	0.4783499451734888	0.5216500548265112	0.41080985709436024	0.4783499451734888
609	610	0.006172174777386547	0.9938278252226135	0.3964199860683542	0.006172174777386547
620	621	0.6955630311707155	0.3044369688292842	0.22248429093855784	0.6955630311707155
613	614	0.17094494461473167	0.8290550553852685	0.2838574408553207	0.17094494461473167
612	613	0.28944395712238175	0.7105560428776179	0.33975316818088114	0.28944395712238175
618	619	0.5038032434086126	0.49619675659138757	0.28024842102811565	0.5038032434086126
611	612	0.38521139958801737	0.6147886004119824	0.23154182873257492	0.38521139958801737
608	609	0.42812679126696623	0.5718732087330339	0.18012666172690983	0.42812679126696623
607	608	-0.033738630309344576	1.0337386303093445	0.25203753071496493	-0.033738630309344576
610	611	0.4419112890288414	0.5580887109711584	0.29162995105907014	0.4419112890288414
616	617	0.6221610808825798	0.3778389191174204	0.16924569242677637	0.6221610808825798
614	615	0.24030478901500518	0.7596952109849947	0.17595407619768033	0.24030478901500518
577	578	0.064070086825781	0.9359299131742191	0.23083304513696662	0.064070086825781
637	638	-0.012343650868156239	1.012343650868156	0.3809593109789407	-0.012343650868156239
499	500	0.2267578789524202	0.7732421210475796	0.1069438645820068	0.2267578789524202
623	624	0.07449596600979792	0.9255040339902021	0.3114647654308249	0.07449596600979792
622	623	0.21441851172885285	0.7855814882711474	0.230473828825528	0.21441851172885285
638	639	0.3160405075555717	0.6839594924444284	-0.1258777889417895	0.3160405075555717
576	577	0.4468237786205448	0.553176221379455	-0.0035197819105067772	0.4468237786205448
504	505	0.5898970466733532	0.41010295332664665	0.2622334247373332	0.5898970466733532
636	637	0.3046021142987057	0.6953978857012942	0.060887379235352625	0.3046021142987057
470	471	0.4007417644425987	0.5992582355574014	0.27963125893101504	0.4007417644425987
720	721	0.15957592607466914	0.8404240739253307	0.18157458284072742	0.15957592607466914
740	741	0.6062337978373625	0.3937662021626376	0.18059601192368752	0.6062337978373625
722	723	0.4143940518054023	0.5856059481945977	0.3294776830855704	0.4143940518054023
717	718	0.3160537152918958	0.6839462847081041	0.2413182811223479	0.3160537152918958
718	719	0.31799290466878205	0.6820070953312177	0.17280560255638633	0.31799290466878205
721	722	0.20432948877356824	0.7956705112264316	0.28375857601391935	0.20432948877356824
971	972	0.4037031369819744	0.5962968630180252	0.3541918794274803	0.4037031369819744
968	969	0.41082547207617465	0.5891745279238249	0.14159599048952123	0.41082547207617465
737	738	0.3675802677025261	0.632419732297474	0.2929284578208845	0.3675802677025261
970	971	0.47164235590122283	0.5283576440987771	0.6422867246180727	0.47164235590122283
736	737	0.5704095178185955	0.42959048218140444	0.40399789617765813	0.5704095178185955
743	744	0.26520272101684533	0.7347972789831547	0.0897482354596241	0.26520272101684533
739	740	0.3077187789413349	0.6922812210586652	-0.0251389180623419	0.3077187789413349
639	640	0.47142920438552394	0.5285707956144761	0.2116042310495893	0.47142920438552394
650	651	0.3784532753077817	0.6215467246922183	0.43408346363315087	0.3784532753077817
647	648	0.7314938551285888	0.2685061448714113	0.13458115136631574	0.7314938551285888
579	580	0.5509852263772718	0.4490147736227284	0.11802391395026127	0.5509852263772718
645	646	0.5338362963922908	0.4661637036077093	0.044141592326062094	0.5338362963922908
640	641	0.6626597614381081	0.3373402385618917	0.26269483097390645	0.6626597614381081
624	625	0.16745865384178024	0.8325413461582198	0.1495921551572353	0.16745865384178024
580	581	0.3399159055631005	0.6600840944368996	0.007633467023867704	0.3399159055631005
590	591	0.2904603949734256	0.7095396050265743	0.21597629566764517	0.2904603949734256
588	589	0.28993696125762874	0.7100630387423712	0.43842594698471155	0.28993696125762874
583	584	0.1500214042203477	0.8499785957796523	0.06990422370189871	0.1500214042203477
586	587	0.1778733445580959	0.822126655441904	0.2895038802046029	0.1778733445580959
585	586	0.3639230711763593	0.6360769288236405	0.18797071274094151	0.3639230711763593
644	645	0.5469427331899683	0.4530572668100319	0.17859251523785694	0.5469427331899683
589	590	0.2207875731746657	0.7792124268253342	0.48869981669235646	0.2207875731746657
581	582	0.09114989030188651	0.9088501096981138	-0.08962970127255164	0.09114989030188651
587	588	0.3086297690908939	0.6913702309091061	0.2567463526318398	0.3086297690908939
628	629	0.14347547667453428	0.8565245233254657	0.2683651648994359	0.14347547667453428
345	346	0.35714586000744736	0.6428541399925525	0.32947909307108225	0.35714586000744736
591	592	0.3720559666856193	0.6279440333143805	0.39655522344676425	0.3720559666856193
630	631	0.3473522867241614	0.6526477132758385	0.1402980747073777	0.3473522867241614
627	628	0.1701272266259982	0.8298727733740017	0.1922698002907293	0.1701272266259982
634	635	0.16991551620300724	0.8300844837969924	0.2779578520434018	0.16991551620300724
594	595	0.20596020499269582	0.7940397950073038	0.1718434109881867	0.20596020499269582
344	345	0.4811872915686765	0.5188127084313235	0.20477334690144167	0.4811872915686765
595	596	0.30285687752007123	0.6971431224799286	0.2973541608713819	0.30285687752007123
635	636	0.16387761056684333	0.8361223894331566	0.46072888841942317	0.16387761056684333
629	630	0.15304491550072144	0.8469550844992785	0.2978437798115445	0.15304491550072144
626	627	0.2710407545172596	0.7289592454827404	0.24749161847023177	0.2710407545172596
592	593	0.41843868402004225	0.581561315979958	0.15232140170017364	0.41843868402004225
657	658	0.1751085073832581	0.8248914926167419	0.27258885107976427	0.1751085073832581
346	347	0.3169578422399598	0.6830421577600402	0.33375919970539863	0.3169578422399598
385	386	0.3583591867294801	0.6416408132705197	0.321438269754741	0.3583591867294801
655	656	0.2403834440153997	0.7596165559846004	0.1691290843362324	0.2403834440153997
654	655	0.39706049221800777	0.6029395077819925	-0.013748079703945214	0.39706049221800777
653	654	0.3689729020424076	0.6310270979575923	0.2705285720340303	0.3689729020424076
353	354	0.12287247778413501	0.8771275222158649	0.3037755753843836	0.12287247778413501
658	659	0.7121706240979296	0.28782937590207014	0.19942488685558213	0.7121706240979296
52	52	0.27441564373563826	0.7255843562643617	0.20935485836035445	0.27441564373563826
659	660	0.23805853449849768	0.7619414655015022	0.10599331582338424	0.23805853449849768
354	355	0.314395149256513	0.6856048507434872	0.16971258802150005	0.314395149256513
